City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
450,sejenane,37.0572,9.2381,24.53,55,22,8.41,TN,1691312151
451,tres lagoas,-20.7511,-51.6783,17.94,41,0,1.89,BR,1691312152
452,muritiba,-12.9167,-39.25,18.23,91,81,1.67,BR,1691312152
453,sosnovyy bor,59.9,29.1167,22.03,72,72,4.57,RU,1691312152
454,olinda,-8.0089,-34.8553,25.85,78,40,4.63,BR,1691312152
455,sangre grande,10.5835,-61.1177,26.07,89,12,2.14,TT,1691312152
456,kotka,60.4664,26.9458,20.74,74,100,5.18,FI,1691312152
457,sarangani,5.4033,125.4636,28.91,76,6,6.28,PH,1691312153
458,yuzhno-kurilsk,44.0306,145.8556,14.06,97,100,3.28,RU,1691312153
459,dampit,-8.2116,112.7493,24.31,80,75,2.66,ID,1691312153
460,visby,57.6409,18.296,16.69,94,75,6.17,SE,1691312153
461,kudahuvadhoo,2.6708,72.8944,27.79,77,100,5.41,MV,1691312153
462,neiafu,-18.65,-173.9833,23.66,87,100,8.54,TO,1691312153
463,huanggang,23.677,116.9996,33.94,71,60,5.11,CN,1691312154
464,copiapo,-27.3667,-70.3333,12.83,88,5,1.4,CL,1691311768
465,candido de abreu,-24.5669,-51.3333,12.69,87,0,1.44,BR,1691312154
466,rechka-vydrino,51.485,104.8461,16.39,84,100,2.45,RU,1691312154
467,tipasa,36.5897,2.4475,28.06,38,0,3.25,DZ,1691312154
468,paithan,19.4833,75.3833,30.21,53,100,8.9,IN,1691312154
469,thanh pho uong bi,21.0333,106.7833,30.99,91,100,1.31,VN,1691311908
470,essaouira,31.5125,-9.77,21.72,88,75,4.12,MA,1691312155
471,singapore,1.2897,103.8501,34.08,57,75,5.14,SG,1691311813
472,sabaneta,6.15,-75.6,16.88,99,20,1.79,CO,1691312155
473,vilyuysk,63.7553,121.6247,24.7,35,34,3.31,RU,1691312155
474,hasaki,35.7333,140.8333,30.17,84,5,5.89,JP,1691312155
475,misratah,32.3754,15.0925,28.11,50,0,8.22,LY,1691312156
476,nova olimpia,-14.7972,-57.2881,21.15,49,0,1.27,BR,1691312156
477,chambas,22.1928,-78.9136,24.89,93,0,1.6,CU,1691312156
478,mil'kovo,55.6078,37.7956,31.17,49,0,3.99,RU,1691312156
479,benguela,-12.5763,13.4055,23.67,65,1,2.79,AO,1691312156
480,itanhaem,-24.1831,-46.7889,16.67,87,47,1.73,BR,1691312037
481,borogontsy,62.6683,131.1683,26.02,45,11,0.8,RU,1691312157
482,jalai nur,49.45,117.7,21.86,48,100,4.0,CN,1691312157
483,bandon,51.7469,-8.7425,15.77,74,6,3.24,IE,1691311746
484,naze,28.3667,129.4833,25.51,87,100,13.9,JP,1691312157
485,kovdor,67.5662,30.4758,13.94,71,99,0.45,RU,1691312157
486,porto novo,6.4965,2.6036,25.9,80,96,4.52,BJ,1691312067
487,gao,16.6362,1.637,29.83,55,99,8.56,ML,1691312158
488,aswan,24.0934,32.907,38.61,15,0,3.6,EG,1691312058
489,akureyri,65.6835,-18.0878,9.96,93,75,2.57,IS,1691312158
490,aguas vermelhas,-15.7472,-41.46,10.76,97,38,0.88,BR,1691312158
491,tari,12.4086,4.4914,25.24,75,100,3.85,NG,1691312158
492,zhoucheng,35.9122,116.3117,29.89,66,28,5.19,CN,1691312158
493,cambria,35.5641,-121.0808,22.77,62,0,3.13,US,1691312159
494,vila franca do campo,37.7167,-25.4333,22.23,76,63,2.18,PT,1691312159
495,kodinsk,58.6881,99.1844,18.91,39,78,1.58,RU,1691312159
496,ocean shores,46.9737,-124.1563,17.2,96,100,3.09,US,1691312159
497,puerto baquerizo moreno,-0.9,-89.6,23.8,75,85,6.06,EC,1691311945
498,grants,35.1473,-107.8514,16.13,31,0,0.0,US,1691312159
499,hakui,36.8833,136.7833,32.36,72,37,3.94,JP,1691312160
500,ode,7.7899,5.7117,23.15,86,100,4.55,NG,1691312160
501,merizo village,13.2658,144.6691,29.21,87,75,1.69,GU,1691312160
502,puerto armuelles,8.2833,-82.8667,26.16,85,98,0.45,PA,1691311965
503,kindu,-2.95,25.95,30.57,45,87,1.23,CD,1691312160
504,banda aceh,5.5577,95.3222,30.43,66,83,6.84,ID,1691312107
505,freetown,8.484,-13.2299,26.16,82,100,3.45,SL,1691312161
506,kushima,31.4583,131.2333,25.4,95,97,6.67,JP,1691312161
507,glace bay,46.1969,-59.957,16.66,96,75,4.12,CA,1691312161
508,salinas,36.6777,-121.6555,17.23,93,100,3.6,US,1691312043
509,villa gesell,-37.2639,-56.973,9.47,84,100,2.67,AR,1691312161
510,carutapera,-1.195,-46.02,25.03,89,29,3.6,BR,1691312161
511,akobo,7.4344,3.9497,23.83,90,100,2.82,NG,1691312162
512,emerald,-23.5333,148.1667,17.97,41,0,4.83,AU,1691312162
513,alvorada,-12.48,-49.1247,22.91,40,0,2.1,BR,1691312162
514,damavand,35.7178,52.065,30.13,19,34,6.58,IR,1691312163
515,mersing,2.4312,103.8405,31.95,70,40,6.17,MY,1691312163
516,taltal,-25.4,-70.4833,13.16,86,9,1.14,CL,1691312163
517,virginia beach,36.8529,-75.978,22.04,94,0,0.0,US,1691311886
518,santa cruz,-17.8,-63.1667,20.7,94,20,3.6,BO,1691312164
519,westerland,54.9079,8.3033,16.01,88,75,3.6,DE,1691312164
520,matoury,4.8483,-52.3317,23.98,100,0,0.0,GF,1691311630
521,prince george,53.9166,-122.753,14.03,83,0,0.0,CA,1691312165
522,san salvador,13.6894,-89.1872,22.71,100,47,1.32,SV,1691311982
523,kalmunai,7.4167,81.8167,31.34,63,94,7.04,LK,1691312166
524,marshfield,44.6689,-90.1718,16.49,88,0,3.09,US,1691312166
525,chaman,30.9236,66.4512,37.77,7,0,5.87,PK,1691312166
526,mossel bay,-34.1831,22.146,14.96,71,57,3.07,ZA,1691312167
527,santyoku,37.4406,129.1708,25.26,96,100,3.28,KR,1691312167
528,arteche,12.2645,125.4048,30.59,62,17,4.99,PH,1691312167
529,wuwei,37.9281,102.6414,30.22,28,95,2.91,CN,1691311931
530,coari,-4.085,-63.1414,22.82,70,86,0.73,BR,1691312167
531,ashmyany,54.425,25.9378,28.0,46,0,8.22,BY,1691312168
532,weining,26.85,104.2333,22.33,75,96,3.57,CN,1691312168
533,balcarce,-37.8462,-58.2552,8.23,88,100,0.89,AR,1691312080
534,andergrove,-21.0833,149.1833,18.69,81,0,6.99,AU,1691312168
535,hirara,24.8,125.2833,28.92,94,75,6.17,JP,1691312168
536,hengchun,22.0042,120.7439,28.38,86,100,12.04,TW,1691312169
537,menongue,-14.6585,17.691,22.8,22,0,5.74,AO,1691312169
538,murghob,38.1702,73.9667,17.95,25,77,1.42,TJ,1691312169
539,kyzyl-suu,42.3414,78.0056,25.66,35,29,4.19,KG,1691312169
540,capayan,-28.761,-66.0502,16.56,56,0,1.5,AR,1691312169
541,igrim,63.1906,64.4162,29.65,26,3,2.46,RU,1691312170
542,hanzhong,33.0728,107.0303,32.74,61,73,1.58,CN,1691312170
543,lompoc,34.6391,-120.4579,21.55,100,100,0.0,US,1691312170
544,kokopo,-4.352,152.2633,25.17,78,100,7.96,PG,1691312170
545,jaguaribe,-5.8906,-38.6219,22.0,77,1,2.44,BR,1691312171
546,luena,-11.7833,19.9167,23.33,26,0,4.87,AO,1691312171
547,bom jesus,-9.0744,-44.3586,18.58,58,1,1.04,BR,1691312171
548,lamu,-2.2717,40.902,28.12,72,70,7.9,KE,1691312171
549,canchungo,12.0672,-16.0333,25.07,80,98,1.55,GW,1691312171
550,norak,38.3892,69.3227,36.84,11,0,5.46,TJ,1691312172
551,verkhniy ufaley,56.0567,60.2306,22.64,88,100,2.63,RU,1691312172
552,malango,-2.9627,119.9001,22.39,94,71,1.26,ID,1691312172
553,kerikeri,-35.2268,173.9474,12.73,91,100,0.45,NZ,1691312172
554,nuku'alofa,-21.1333,-175.2,21.19,94,75,4.12,TO,1691312172
555,murwara,23.85,80.4,25.63,91,100,5.64,IN,1691312173
556,aykhal,66.0,111.5,19.31,39,100,7.37,RU,1691312173
557,usogorsk,63.4106,48.6872,21.94,59,87,3.21,RU,1691312173
558,poronaysk,49.2167,143.1167,15.16,84,80,3.33,RU,1691312173
559,hammerfest,70.6634,23.6821,13.25,76,75,1.54,NO,1691312173
560,harstad,68.799,16.5293,15.69,77,41,4.92,NO,1691312174
561,alesund,62.4723,6.1549,15.74,74,75,5.66,NO,1691312174
562,argo,37.6333,22.7333,29.32,36,0,3.83,GR,1691312174
563,kurchatov,51.6601,35.6521,31.23,43,3,6.65,RU,1691312174
564,lenger,42.183,69.8839,29.69,22,100,4.87,KZ,1691312174
565,nagqu,31.5,92.0,12.03,59,98,5.46,CN,1691312175
566,yelizovo,53.1873,158.3805,19.08,72,75,3.13,RU,1691312175
567,manicore,-5.8092,-61.3003,22.33,66,1,0.41,BR,1691312175
568,bejaia,36.7559,5.0843,26.6,50,0,1.54,DZ,1691312175
569,howrah,22.5892,88.3103,28.0,89,100,5.14,IN,1691312175
570,mejit,10.2753,170.8646,28.39,79,25,7.32,MH,1691312176
571,ketchikan,55.3422,-131.6461,17.26,82,0,2.06,US,1691312176
572,bani,18.2833,-70.3333,26.02,79,2,4.35,DO,1691312176
573,konarka,19.9,86.1167,30.22,72,100,8.31,IN,1691312176
574,vorkuta,67.5,64.0,28.15,43,0,5.17,RU,1691312177
575,teknaf,20.8624,92.3058,26.73,90,100,3.83,BD,1691312177
576,kharp,66.8014,65.8081,27.27,50,0,2.73,RU,1691312177
